communityName,state,population,householdsize,agePct12t21,agePct12t29,agePct16t24,agePct65up,medIncome,perCapInc,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctUnemployed,PctEmploy,murders,murdPerPop,rapes,rapesPerPop,robberies,robbbPerPop,assaults,assaultPerPop,burglaries,burglPerPop,ViolentCrimesPerPop,nonViolPerPop
Marshallcity,TX,23682,2.75,16.51,27.3,14.47,14.97,19077,9835,5691,25.49,12.58,8.43,50.76,7,29.46,18,75.75,36,151.5,162,681.73,368,1548.63,938.43,7259.18
CoralGablescity,FL,40091,2.59,17.11,28.9,18.54,15.59,47506,30852,2329,6.47,4.82,4.03,59.99,1,2.36,8,18.87,234,552.06,170,401.07,1051,2479.53,974.36,13650.41
Hagerstowncity,MD,35445,2.35,11.76,26.93,12.96,14.26,22859,11742,5483,15.82,13.43,4.28,59.94,0,0,12,30.94,57,146.96,171,440.88,422,1088.02,618.78,4473.26
Vernontown,CT,29841,2.46,12.19,28.41,12.87,10.57,40543,18888,1568,5.32,7.43,3.5,72.64,0,0,1,3.29,25,82.37,36,118.61,125,411.85,204.28,2263.52
Killeencity,TX,63535,2.73,17.26,39.65,21.23,3.69,22468,9582,9146,14.5,5.11,9.52,66.07,6,7.11,90,106.61,223,264.17,224,265.35,1142,1352.82,643.24,5166.08
Morgantowncity,WV,25879,2.7,37.83,53.22,44.28,10.24,18022,10533,6539,30.75,6.27,8.03,46.44,0,0,24,90.21,13,48.86,59,221.77,208,781.84,360.85,4784.99
Athenscity,TN,12054,2.49,14.88,26.9,13.95,14.85,19259,10286,2681,23.33,22.98,9.34,51.6,0,0,6,42.76,11,78.4,77,548.78,111,791.11,669.95,4632.6
Clintontownship,MI,85866,2.65,13.02,27.64,13.11,9.91,39215,16864,4812,5.65,5.69,6.03,65.75,0,0,,,64,72.53,240,272,486,550.8,,3384.14
Hamdentown,CT,52434,2.54,12.6,24.4,12.81,17.14,41814,19383,2199,4.36,6.97,3.83,64.65,2,3.77,8,15.07,52,97.95,32,60.28,239,450.19,177.06,3987.64
Friendswoodcity,TX,22814,2.94,15.77,25.37,11.34,5.03,50492,20409,667,2.94,2.01,3.72,73.04,1,3.45,8,27.64,9,31.09,37,127.82,110,380.02,190.01,1931.18
SanGabrielcity,CA,37120,3.04,13.77,28.64,14.2,11.71,32559,13733,5540,15.17,14.87,6.15,59.54,4,10.48,14,36.68,164,429.62,132,345.79,448,1173.6,822.57,3492
SanLuisObispocity,CA,41958,2.48,23.32,47.67,34.93,10.54,25982,14760,11140,27.39,3.79,5.68,57.13,0,0,11,27.15,32,78.99,196,483.83,368,908.42,589.98,4825.97
Bedfordcity,TX,43762,2.49,13.75,28.84,13.12,4.21,42453,19847,1545,3.56,1.76,3.53,78.3,0,0,16,35.02,23,50.34,47,102.87,300,656.6,188.22,3403.37
Lakevillecity,MN,24854,3.17,12.93,28.27,10.24,2.22,44920,15476,750,3.03,1.96,3.86,81.8,1,2.96,,,1,2.96,27,80.03,120,355.69,,2726.98
Marshfieldcity,WI,18859,2.48,12.87,26.19,12.07,14.1,26771,13509,1500,8.08,13.58,4.82,65.08,0,0,1,5.05,1,5.05,28,141.48,99,500.23,151.58,3910.87
BigRapidscity,MI,12603,3.87,49.3,67.67,59.96,7.13,14990,7355,3598,44.45,7.68,11.35,44.91,0,0,,,9,71.17,27,213.52,94,743.38,,4523.53
Grovescity,TX,16513,2.64,12.8,23.62,10.68,14.22,31053,13686,1393,8.58,6.09,4.93,52.66,0,0,0,0,14,81.62,11,64.13,180,1049.44,145.76,5054.8
Longviewcity,TX,70311,2.58,14.56,27.09,13.16,11.64,25377,12761,11637,16.98,7.78,7.22,59.66,10,13.4,73,97.8,198,265.26,341,456.84,1317,1764.37,833.29,7431.27
Norfolkcity,VA,261229,2.92,18.84,38.6,23.62,9.63,23563,11643,43944,19.32,8.78,6.1,64.57,62,25.42,204,83.66,1428,585.59,1075,440.83,3732,1530.41,1135.5,8027.25
Birminghamcity,AL,265968,2.52,13.93,27.56,13.43,13.17,19193,10127,64572,24.82,10.65,9.24,53.83,121,44.69,297,109.7,1706,630.15,4554,1682.13,6628,2448.21,2466.68,9349.97
McCombcity,MS,11591,2.57,15.66,25.39,12.12,15.87,14579,8539,4248,37.49,15.74,10.95,45.99,4,32.63,3,24.47,30,244.74,55,448.69,271,2210.8,750.53,8117.15
RoundRockcity,TX,30923,2.93,14.93,30.4,12.71,4.14,33228,12764,2761,9.05,6.79,4.03,75.79,1,2.37,22,52.11,15,35.53,40,94.75,214,506.93,184.77,3181.33
Bridgeporttown,CT,141686,2.71,14.06,29.69,14.3,12.13,28704,13156,23463,17.07,17.99,10.62,57.72,60,45.09,72,54.11,1560,1172.43,848,637.32,3653,2745.44,1908.96,8455.77
Onalaskacity,WI,11284,2.66,13.68,26.69,12.5,8.32,32624,13605,580,5.21,5.78,2.91,74.5,0,0,1,7.82,1,7.82,5,39.11,72,563.12,54.75,5552.95
Northvilletownship,MI,17313,2.82,12.85,26,12.45,9.36,55465,23917,245,1.58,2.26,3.19,62.54,0,0,,,3,16.87,7,39.35,71,399.15,,2872.72
Lincolnwoodvillage,IL,11365,2.77,11.43,18.34,9.74,19.76,57309,27154,246,2.16,5.17,4.13,61.33,0,0,,,18,153.94,12,102.63,80,684.17,,6003.59
Lawrencevillecity,GA,16848,2.72,13.09,29.08,12.58,7.34,34826,14479,1475,8.85,8.27,4.29,70.97,0,0,5,23.05,14,64.54,60,276.61,203,935.87,364.21,5297.13
SouthBurlingtoncity,VT,12809,2.47,13.1,28.19,13.42,9.63,42358,20125,453,3.62,2.98,2.46,70.38,0,0,3,22.93,4,30.57,9,68.78,125,955.29,122.28,
Indianolacity,IA,11340,2.74,19.22,30.63,18.04,12.14,28815,12136,747,7.29,5.84,3.34,68.05,0,0,1,7.93,0,0,1,7.93,53,420.27,15.86,
MountPleasanttown,SC,30108,2.55,11.3,27.15,11.18,8.31,38605,18931,1724,5.81,3.14,1.97,73.01,1,2.9,3,8.69,8,23.18,39,113.01,164,475.24,147.79,4129.36
AlbertLeacity,MN,18310,2.43,12.47,22.36,10.31,17.76,23381,11516,2055,11.62,13.22,9.37,56.25,0,0,,,2,11.08,28,155.12,82,454.29,,3927.98
Hendersoncity,TX,11139,2.6,13.39,23.8,11.39,18.06,23238,11021,2179,20.24,13.27,7.72,51.76,2,16.7,,,24,200.38,256,2137.43,251,2095.68,,9384.65
LakeWorthcity,FL,28564,2.27,10.04,23.5,10.99,19.9,21665,12130,4753,17.08,14.15,5.64,55.43,6,18.74,11,34.36,205,640.26,316,986.94,1046,3266.91,1680.3,12452.37
Bethlehemtownship,PA,16425,2.87,13.3,23.35,10.97,10.28,42235,17659,466,2.88,7.25,2.87,68.71,0,0,1,5.99,4,23.94,9,53.88,29,173.6,83.81,2675.85
MichiganCitycity,IN,33822,2.69,13.81,27.35,13.08,12.56,23127,10868,5154,16.41,9.71,7.88,55.93,4,11.7,22,64.33,92,269.01,109,318.72,424,1239.8,663.76,7228.28
Kenoshacity,WI,80352,2.69,14.34,27.95,13.49,11.95,27770,12284,9923,12.73,9.18,7.8,59.77,8,9.32,53,61.77,129,150.34,270,314.66,859,1001.07,536.08,5063.63
WestWindsortownship,NJ,16021,2.99,13.83,23.64,10.55,5.2,76907,30761,531,3.32,2.23,2.85,70.19,1,6.07,1,6.07,7,42.51,8,48.58,43,261.14,103.24,2641.81
SantaBarbaracity,CA,85571,2.49,11.83,28.99,14.97,13.5,33667,18934,10588,12.68,10.13,4.6,65.45,5,5.81,44,51.13,159,184.76,463,538.02,938,1089.99,779.72,5227.99
Harveycity,IL,29771,3.29,18.68,31.61,16.21,7.56,23201,8690,7486,25.57,13.23,17.3,54.09,18,58.12,,,368,1188.25,190,613.5,840,2712.3,,10074.27
Danvillecity,VA,53056,2.44,13.17,23.77,12.14,16.83,20413,11344,9795,18.96,20.69,8.71,54.71,10,18.26,24,43.82,78,142.41,99,180.75,388,708.38,385.23,3850.44
Logansportcity,IN,16812,2.45,14.06,25.74,11.81,15.98,20533,10268,2578,15.86,9.27,9.68,56.21,0,0,8,47.01,2,11.75,4,23.5,177,1040.01,82.26,5153.06
Moorparkcity,CA,25494,3.35,12.66,26.08,10.6,3.58,60368,19183,1091,4.29,6.97,3.58,76.51,1,3.43,3,10.29,12,41.15,53,181.74,159,545.21,236.6,1543.05
RedBankcity,TN,12322,2.2,12.6,28.02,13.54,14.89,25015,13662,1216,9.92,7.97,4.97,61.5,0,0,6,50,10,83.33,70,583.28,123,1024.91,716.61,5232.9
Augustacity,GA,44639,2.37,13.34,27.23,13.67,16.73,15315,10367,14189,33.31,20.83,9.64,45.99,15,33.82,18,40.58,209,471.17,133,299.83,1259,2838.27,845.39,9292.57
Bartletttown,TN,26989,3.19,17.76,25.22,11.56,4.81,47346,16080,620,2.33,1.84,2.41,74.51,0,0,2,6.01,16,48.08,50,150.24,181,543.85,204.32,
Goshentown,NY,11500,3.34,15.07,26.62,13.39,10.69,46566,16531,470,4.71,9.48,4.9,58.57,0,0,0,0,0,0,2,17.24,20,172.44,17.24,
WestOrangetownship,NJ,39103,2.64,10.33,22.36,10.39,16.38,49777,25537,1590,4.14,6.64,4.03,63.27,0,0,5,12.6,65,163.78,48,120.94,301,758.42,297.32,3897.9
Redmondcity,WA,35800,2.53,12.89,28.06,12.42,6.05,42299,20037,1281,3.63,1.84,2.85,76.17,1,2.47,18,44.54,18,44.54,21,51.96,247,611.16,143.51,4097.49
Madisonborough,NJ,15850,2.94,20.35,33.74,22.09,11.91,56478,28597,510,3.74,6.1,3.51,62.33,0,0,0,0,4,25.25,4,25.25,33,208.28,50.49,1609.44
Brooklinetown,MA,54718,2.25,10.45,28.82,13.43,12.82,45598,29044,4576,8.61,3.05,4.8,65.96,1,1.77,8,14.19,72,127.73,187,331.75,372,659.96,475.46,3738
Scituatetown,MA,16786,2.78,12.28,22.69,11.38,11.62,52044,22156,648,3.91,1.89,4.75,65.71,0,0,1,5.6,1,5.6,5,28.01,62,347.32,39.21,1243.63
LaGrangecity,GA,25597,2.62,15.3,28.46,14.83,13.99,21851,12181,5282,21.33,20.39,8.82,56.69,4,14.5,8,28.99,62,224.71,240,869.85,569,2062.27,1138.05,9843.79
BellGardenscity,CA,42355,4.58,20.41,36.99,18.83,3.79,23819,6125,10875,26.08,48.23,13.37,56.22,8,18.76,11,25.79,214,501.82,327,766.8,669,1568.77,1313.17,3831.63
Lufkincity,TX,30206,2.69,15.25,27.47,13.94,13.37,22357,12527,6133,20.94,13.67,6.37,55.7,6,18.6,8,24.8,53,164.31,190,589.04,465,1441.59,796.75,6308.9
EastWindsortownship,NJ,22353,2.61,13.28,27.07,12.28,6.37,49849,21269,629,2.82,3.07,3.37,73.56,0,0,2,8.71,6,26.12,14,60.94,87,378.69,95.76,1915.21
Hutchinsoncity,MN,11523,2.57,13.03,27.38,12.05,11.91,29492,13863,842,7.43,12.78,3.23,68.22,1,7.89,,,1,7.89,10,78.91,40,315.66,,4356.06
Bothellcity,WA,12345,2.51,12.64,24.29,11.44,11.34,37159,17764,443,3.63,2.41,3.3,69.35,0,0,2,15.08,10,75.42,16,120.67,180,1357.57,211.18,7240.37
Kirkwoodcity,MO,27291,2.43,10.59,19.79,8.65,15.95,42113,22058,760,2.82,5.18,3.12,63.68,1,3.51,4,14.02,17,59.59,45,157.73,99,347,234.84,2316.86
FountainValleycity,CA,53691,3.08,16.68,29.12,15.57,6.56,56255,20699,1883,3.54,3.83,3.96,70.72,3,5.38,3,5.38,88,157.86,57,102.25,394,706.79,270.88,4952.91
Franklincity,TN,20098,2.57,12.07,26.55,11.28,9.2,32348,16202,1424,7.25,10.81,3.52,70.75,1,3.89,13,50.55,28,108.87,86,334.38,157,610.44,497.69,4514.17
Martinsburgcity,WV,14073,2.33,12.63,24.74,11.78,17.02,22193,11563,2232,16.07,14.44,8.38,53.53,3,20.04,0,0,20,133.6,35,233.8,202,1349.37,387.44,8076.15
Bartowcity,FL,14716,2.74,15.09,26.32,13.42,15.36,25751,11356,2283,16.42,13.34,6.16,53.65,1,6.57,13,85.4,51,335.02,166,1090.46,257,1688.23,1517.44,9794.39
Kingstonborough,PA,14507,2.32,11,21,9.89,21.69,25482,15356,1285,9.08,8.2,4.06,54.41,0,0,3,21.7,4,28.93,11,79.55,33,238.65,130.17,3087.94
Tiftoncity,GA,14215,2.75,18.19,30.41,17.19,11.88,20429,11064,3515,26.19,13.76,7.35,58.12,1,6.68,3,20.03,49,327.1,113,754.34,180,1201.6,1108.14,7162.88
Gilroycity,CA,31487,3.31,16.13,29.6,13.79,6.68,40955,14241,4005,12.9,15.88,7.82,66.25,2,5.92,9,26.64,40,118.38,216,639.26,406,1201.57,790.2,5445.56
Bristolborough,PA,10405,2.63,12.52,26.39,12.31,16.83,26265,11911,1062,10.36,15.08,8.35,58.62,0,0,3,27.7,27,249.28,61,563.2,59,544.73,840.18,4256.3
Margatecity,FL,42985,2.27,9.52,20.56,9.51,28.46,28465,14897,3303,7.72,7.15,5.29,52.49,2,4.15,6,12.45,57,118.32,115,238.72,537,1114.71,373.65,4739.07
Muskegoncity,MI,40283,2.73,13.96,29.43,14.59,12.76,18748,8890,9615,26.51,11.12,11.24,45.78,3,7.34,,,142,347.49,451,1103.63,1139,2787.23,,10715.77
Caldwellcity,ID,18400,2.75,16,28.52,14.58,12.82,20831,9511,2833,16.03,15.22,6.41,61.46,1,4.06,11,44.71,5,20.32,63,256.06,221,898.23,325.15,5742.97
FortLeeborough,NJ,31997,2.1,7.06,19.08,7.18,18.28,46395,31758,1914,5.99,8.23,4.77,60.52,2,6.2,4,12.41,52,161.33,79,245.09,451,1399.19,425.03,3378.53
Summittownship,MI,21130,2.63,12.83,22.96,10.74,13.45,35151,16881,1380,6.61,4.24,5.11,61.68,0,0,,,6,27.64,27,124.37,58,267.16,,1354.21
NorthRichlandHillscity,TX,45895,2.72,14.05,28.28,13.04,6.44,38354,15912,2305,5.05,3.28,4.38,74.29,0,0,28,49.54,44,77.86,78,138.02,389,688.31,265.42,4055.56
Wataugacity,TX,20009,3.22,13.17,28.71,10.22,2.18,41096,13413,413,2.07,2.92,3.25,79.22,0,0,8,33.88,17,71.99,16,67.75,106,448.87,173.62,2151.18
Gloucestercity,MA,28716,2.48,11.02,23.6,11.06,13.82,32690,16044,2143,7.53,8.52,6.75,62.6,0,0,4,13.67,4,13.67,342,1168.99,211,721.22,1196.34,2631.94
FortWaynecity,IN,173072,2.49,14.06,28.56,13.77,11.72,26344,12726,19531,11.53,7.5,6.15,64.55,28,15.14,130,70.28,552,298.4,317,171.37,2028,1096.31,555.18,7553.59
PriorLakecity,MN,11482,2.94,13.43,26.77,10.73,4.46,45489,18182,427,3.74,2.92,3.36,77.4,0,0,,,3,22.38,3,22.38,26,193.96,,2872.06
Claremontcity,CA,32503,3.1,22.42,32.35,21.82,10.52,53479,22161,1480,5.28,1.94,4.22,62.63,3,8.75,5,14.58,55,160.37,60,174.95,438,1277.12,358.64,5181.36
Brooklyncity,OH,11706,2.27,10.63,22.91,11.14,21.31,26818,13802,640,5.48,7.92,4.01,54.82,0,0,1,8.84,11,97.21,0,0,10,88.37,106.04,3614.35
Murraycity,UT,31282,2.67,14.32,28.56,12.99,9.72,28950,13216,2505,8.05,1.96,3.27,68.89,3,8.79,15,43.97,29,85,47,137.77,410,1201.78,275.53,8969.4
Jacksonvillecity,AR,29101,2.95,15.64,34.53,16.69,5.38,25009,10337,3218,11.59,5.7,6.17,68.58,3,10.01,17,56.75,48,160.23,179,597.52,278,928,824.52,5738.22
Torringtontown,CT,33687,2.43,10.5,24.43,11.32,16.51,35230,16407,1734,5.24,12.83,5.1,64.44,0,0,8,23.68,10,29.6,63,186.45,272,805,239.72,2903.31
OceanSpringscity,MS,14658,2.65,14.8,24.91,11.35,9.58,31161,13906,1466,10.12,4.98,6.83,61.41,0,0,8,48.24,13,78.39,32,192.97,160,964.84,319.6,4287.52
BrokenArrowcity,OK,58043,3.01,14.59,26.45,10.55,4.89,37601,13931,3761,6.53,3.4,3.76,72.26,0,0,13,19.67,15,22.7,88,133.17,386,584.12,175.54,2916.07
MountMorristownship,MI,25198,2.82,16.05,27.9,13.69,8.56,26634,11346,5838,23.38,9.44,14.01,51,1,3.86,,,70,270.35,138,532.98,390,1506.26,,5090.38
Cantoncity,OH,84161,2.52,13.69,26.01,12.77,14.41,19807,10133,17864,21.86,10.62,11.23,50.3,11,13.01,82,96.97,537,635.06,405,478.96,1700,2010.43,1224,7475.25
Amherstcity,OH,10332,2.74,14.15,23.31,11.73,13.43,37695,15242,457,4.52,6.13,4.96,58.29,0,0,6,53.82,8,71.76,0,0,28,251.14,125.57,3264.87
SierraMadrecity,CA,10762,2.32,8.79,20.17,8.56,13.45,46502,24947,559,5.24,2.85,2.43,67.43,1,8.66,0,0,2,17.32,13,112.56,43,372.33,138.54,1359.43
Kennercity,LA,72033,2.87,15.36,29.06,13.59,6.06,30389,12884,10146,14.25,8.85,6.98,66.5,8,10.91,42,57.26,249,339.48,584,796.22,1072,1461.55,1203.87,7311.82
Bouldercity,CO,83312,2.4,21.85,41.56,27.91,6.67,29407,17268,14393,18.96,2.13,5.05,66.32,1,1.14,20,22.79,40,45.59,122,139.04,947,1079.29,208.56,6441.54
MiamiSpringscity,FL,13268,2.6,11.12,22.18,10.04,13.94,31461,15394,1264,9.75,8.87,6.54,62.6,0,0,1,7.14,86,614.46,46,328.67,312,2229.21,950.27,8202.34
UpperAllentownship,PA,13347,3.01,23.23,34.17,23.29,10.3,43598,17698,196,1.75,4.42,3.42,66.11,0,0,0,0,0,0,9,66.3,28,206.28,66.3,1443.94
Sangercity,CA,16839,3.48,17.14,30.54,15.13,9.22,24470,8461,3493,21.04,34.08,15.72,55.32,0,0,2,11.09,8,44.37,126,698.8,268,1486.33,754.26,4630.91
Enterprisecity,AL,20123,2.64,15.16,27.96,13.49,10.46,26276,12389,3014,15.04,10.19,5.45,61.82,4,18.65,6,27.98,19,88.61,186,867.42,192,895.4,1002.66,
Portagecity,IN,29060,2.76,15.46,27.15,12.78,9.38,33118,13057,2270,7.89,8.02,6.17,60.03,1,3.19,11,35.12,13,41.51,59,188.37,221,705.6,268.19,3457.74
PleasantHillcity,CA,31585,2.43,10.27,24.1,10.07,10.55,46885,21950,1129,3.63,2.42,3.2,70.91,0,0,3,9.44,58,182.42,109,342.83,415,1305.28,534.69,5777.82
Hinesvillecity,GA,21603,2.88,16.54,38.55,18.73,2.59,24584,9905,3748,17.45,3.23,7.66,70.03,1,3.63,7,25.39,36,130.59,40,145.1,226,819.82,304.71,5833.06
Juneaucity,AK,26751,2.7,12.55,24.66,10.53,4.73,47924,19920,1468,5.59,3.3,4.75,75,0,0,12,41.53,3,10.38,18,62.3,128,443,114.21,3637.43
Pottsvillecity,PA,16603,2.46,12.56,24.29,11.99,17.79,21135,11523,2478,15.36,11.34,7.2,52.51,0,0,3,18.04,3,18.04,14,84.19,57,342.75,120.26,1906.19
ElCentrocity,CA,31384,3.26,17.31,29.41,13.77,7.26,25147,9898,7184,23.25,23.25,13.9,52.69,1,2.65,18,47.64,82,217.03,160,423.48,818,2165.05,690.81,7453.28
Boonecity,IA,12392,2.44,12.48,23.43,10.63,15.82,24296,12171,1279,10.72,8.37,3.73,59.68,1,7.85,2,15.7,0,0,13,102.07,54,423.99,125.63,
Garlandcity,TX,180650,2.86,14.48,28.71,12.75,5.12,37274,15056,14062,7.83,6.37,4.9,74.7,12,6.06,114,57.61,293,148.07,,,2522,1274.54,,5694
Janesvillecity,WI,52133,2.56,13.04,26.68,12.3,10.53,31583,14447,4262,8.27,6.14,5.85,66,0,0,23,40.13,26,45.36,64,111.65,682,1189.81,197.14,6512.56
WestGoshentownship,PA,18082,2.79,12.3,24.9,11.94,10.12,51265,20589,352,1.98,3.82,2.23,72.76,0,0,1,5.44,4,21.75,34,184.88,54,293.64,212.07,2974.44
Ashevillecity,NC,61607,2.28,12.07,23.63,11.89,17.66,22267,13079,9442,15.87,9.4,5.56,56.48,9,13.76,44,67.28,142,217.14,261,399.1,1148,1755.43,697.28,7370.37
Winchestercity,KY,15799,2.55,13.77,26.79,12.42,13.11,21543,10832,3383,21.65,19.51,6.17,57.19,0,0,5,29.86,6,35.83,75,447.89,81,483.73,513.59,3147.21
Angletoncity,TX,17140,2.88,14.8,27.74,12.5,7.77,32098,13022,1623,9.65,7.32,5.2,65.49,1,5.25,15,78.79,19,99.8,69,362.43,156,819.41,546.28,4107.57
Carmelcity,IN,25380,2.79,14.01,22.8,10.53,7.57,54505,24956,395,1.58,1.33,2.27,71.22,0,0,3,9.47,3,9.47,33,104.14,46,145.16,123.07,1707.22
Pacificacity,CA,37670,2.82,12.25,25.31,11.47,6.95,47533,18553,1692,4.52,3.42,3.35,73.39,2,5.04,10,25.19,21,52.89,213,536.46,166,418.08,619.57,2284.35
Wyandottecity,MI,30938,2.51,12.52,25.41,11.59,15.09,28312,13190,2994,9.73,9.98,8.07,54.87,0,0,,,17,57.26,27,90.95,102,343.57,,2917
Wolcotttown,CT,13700,2.96,13.85,25.13,12.65,11.05,48507,18029,245,1.81,6.19,5.82,68.79,0,0,11,79.31,6,43.26,13,93.73,83,598.41,216.29,2718.1
BeechGrovecity,IN,13383,2.44,12.8,27.18,12.52,14.68,29549,14783,680,5.2,7.48,4.41,61.62,1,7.61,6,45.64,10,76.06,5,38.03,79,600.9,167.34,3772.72
Huntingtoncity,WV,54844,2.34,17.19,28.54,17.51,17.59,18276,12005,12021,23.18,11.89,10.76,45.3,2,3.71,61,113.04,83,153.8,158,292.78,787,1458.35,563.33,5957.57
Bellevilletownship,NJ,34213,2.56,11.4,27,12.31,13.72,38507,16899,1770,5.19,10.73,5.16,64.3,1,2.88,4,11.5,61,175.41,103,296.19,322,925.95,485.98,4077.64
Georgetowncity,KY,11414,2.73,19.6,32.97,19.08,11.24,22677,10678,1801,17.28,15.69,4.36,61.71,0,0,9,69.03,11,84.38,132,1012.5,153,1173.58,1165.91,6696.33
Youngstowncity,OH,95706,2.58,14.16,24.97,12.41,16.57,17060,8544,27099,29.04,10.61,15.6,41.09,47,50.99,79,85.7,771,836.42,1223,1326.77,2041,2214.17,2299.87,6833.44
Cheyennecity,WY,50008,2.47,13.58,26.2,12.17,10.85,28117,13351,5105,10.34,5.36,6.2,64.51,0,0,22,40.7,17,31.45,69,127.66,258,477.33,199.81,4754.77
SouthWindsortown,CT,22090,2.81,12.02,23.56,10.56,7.13,57606,22823,313,1.43,3.54,2.31,77.76,4,18.09,5,22.61,5,22.61,10,45.22,89,402.44,108.52,1777.07
Connersvillecity,IN,15550,2.48,15.34,26.25,13.02,15.18,21989,10868,2151,14.23,16.78,10.84,52.77,0,0,1,5.97,1,5.97,46,274.73,107,639.03,286.67,4646.44
Spencercity,IA,11066,2.41,13.55,24.23,10.99,14.15,24573,12805,1065,9.87,6.32,1.83,66.26,0,0,0,0,0,0,0,0,9,80.41,0,
Phillipsburgtown,NJ,15757,2.55,12.2,26.05,12.38,14.87,27289,12236,1702,10.88,12.66,6.47,58.24,0,0,0,0,4,25.11,34,213.47,81,508.57,238.59,2059.4
GarfieldHeightscity,OH,31739,2.54,11.74,23.92,11.05,18.08,28694,12491,1862,5.89,7.85,5.9,56.82,5,15.91,13,41.36,45,143.15,51,162.24,182,578.97,362.65,2742.17
Lindenwoldborough,NJ,18734,2.36,11.97,33.32,14.65,7.85,31793,14745,1458,7.82,5.79,6.25,72.44,0,0,7,37.68,47,253,58,312.21,263,1415.73,602.9,5151.53
Roselleborough,NJ,20314,2.67,12.02,26.19,12.49,13.53,40431,16966,1074,5.31,7.33,7.62,64.1,0,0,14,67.7,47,227.29,39,188.61,154,744.75,483.61,3032.21
FrontRoyaltown,VA,11880,2.53,12.72,25.83,12.35,14.65,26777,12062,1070,9.21,19.45,6.16,60.67,0,0,3,22.13,10,73.77,11,81.14,70,516.38,177.04,4086.75
Minneapoliscity,MN,368383,2.29,12.32,30.92,15.25,10.92,25324,14830,65556,18.53,6.54,6.67,64.45,58,16.21,518,144.81,3178,888.43,2727,762.35,9358,2616.09,1811.81,
Moorheadcity,MN,32295,2.92,25.98,39.82,28.7,9.44,24265,10550,5650,19.89,8.95,5.69,62.5,1,3,,,4,11.98,44,131.8,194,581.13,,4927.66
WhitefishBayvillage,WI,14272,2.62,10.52,18.06,7.43,12.65,53539,27040,164,1.15,1.31,1.96,68.3,0,0,0,0,3,21.16,2,14.1,36,253.88,35.26,2397.74
Auburncity,AL,33830,2.52,38,59.94,49.19,5.07,12931,10278,11938,39.91,5.48,6.77,49.44,4,11.06,14,38.73,20,55.32,96,265.55,409,1131.37,370.67,
Pleasantvillecity,NJ,16027,2.72,13.27,29.09,13.36,11.95,30037,12545,1874,12.03,11.31,8.58,62.92,3,17.48,12,69.93,91,530.27,191,1112.99,325,1893.83,1730.67,5524.15
Columbiacity,TN,28583,2.54,12.96,25.42,11.87,13.37,25238,12558,3979,14.26,15.7,5.89,59.54,5,14.1,18,50.77,61,172.06,220,620.54,620,1748.79,857.47,5835.9
Grahamcity,NC,10426,2.43,12.05,25.4,12.44,15.31,24509,12163,1187,11.83,13.15,3.16,63.89,1,8.95,5,44.74,11,98.43,104,930.65,137,1225.95,1082.77,5100.67
Burlingtoncity,VT,39127,2.67,26.33,45.34,32.37,8.96,25523,13918,6568,19.34,8.34,6.31,62.27,1,2.57,26,66.83,9,23.13,34,87.39,620,1593.58,179.92,
Lompoccity,CA,37649,3.01,12.41,27.18,11.59,7.86,31702,13384,5275,15.07,8.98,7.34,58.67,1,2.4,13,31.16,48,115.04,133,318.76,402,963.47,467.36,4510.59
Gardenacity,CA,49847,2.75,12.44,27.8,13.22,9.81,33063,14601,4792,9.78,10.13,5.88,65.08,7,13.02,12,22.33,639,1188.9,437,813.07,787,1464.27,2037.32,5511.01
SanRamoncity,CA,35303,2.75,14.1,26.5,12.01,4.06,63607,25196,615,1.75,1.15,2.77,78.7,0,0,3,7.48,11,27.43,18,44.88,173,431.38,79.79,2580.79
Monroecity,LA,54909,2.87,19.49,32.19,18.54,11.77,16223,10037,19241,37.76,14.15,11.99,48.29,17,29.61,29,50.52,127,221.23,950,1654.88,1047,1823.85,1956.24,
Cookevillecity,TN,21744,2.54,23.78,40.9,28.8,11.64,20646,11852,3609,18.95,17.77,6.58,56.55,1,4.16,4,16.65,7,29.14,45,187.34,145,603.64,237.29,3488.61
Orangecity,TX,19381,2.62,14.37,25.07,11.91,13.68,22664,11124,4339,22.73,10.18,8.22,50.13,2,9.86,34,167.69,94,463.63,124,611.59,428,2110.97,1252.77,10954.38
Palmdalecity,CA,68842,3.14,12.63,28.1,11.26,4.46,41974,14606,6077,8.87,5.4,6.92,67.12,8,7.7,49,47.14,250,240.52,929,893.76,1020,981.31,1189.11,3553.87
Bellcity,CA,34365,3.81,17.69,35.61,18.2,5.88,22515,7104,8909,26.13,44.54,12.37,54.41,8,22.31,6,16.73,166,462.83,131,365.25,235,655.22,867.12,2238.89
Bridgetoncity,NJ,18942,2.82,14.41,28.1,13.39,13.81,21897,10346,4587,25.11,16.88,9.96,52.78,8,41.81,17,88.84,135,705.48,269,1405.73,478,2497.91,2241.85,8005.85
LowerSalfordtownship,PA,10735,2.89,11.27,23.45,10.14,7.27,45262,17355,406,3.81,6.75,1.97,74.11,0,0,2,18.32,0,0,22,201.52,20,183.2,219.84,1190.8
Oceansidecity,CA,128398,2.75,12.55,28.56,13.63,13.1,33453,14522,12823,10.07,7.47,6.82,60.96,18,12.25,66,44.91,446,303.48,969,659.35,2007,1365.64,1019.98,5153.64
